;ICC;F;df1;df2;pval;CI95%;Description;Stage;Group;Bands;Components
478;0.930369;14.361444;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta3;AF4
479;0.86897;7.63183;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;gamma;AF4
480;0.835536;6.080371;24;72;0.0;[0.7  0.92];Average fixed raters;Preprocessed data;G2;delta;C1
481;0.96647;29.823751;24;72;0.0;[0.94 0.98];Average fixed raters;Preprocessed data;G2;theta;C1
482;0.915924;11.894011;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;C1
483;0.900971;10.09805;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;C1
484;0.912706;11.455509;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta1;C1
485;0.951684;20.697279;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;C1
486;0.911372;11.283115;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta3;C1
487;0.910971;11.232311;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;gamma;C1
488;0.8102;5.268709;24;72;0.0;[0.65 0.91];Average fixed raters;Preprocessed data;G2;delta;C2
489;0.953737;21.615491;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;theta;C2
490;0.908293;10.904276;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;C2
491;0.907702;10.834426;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;C2
492;0.891008;9.174974;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta1;C2
493;0.953729;21.611879;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;C2
494;0.922826;12.957807;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta3;C2
495;0.906006;10.638937;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;gamma;C2
496;0.831747;5.943445;24;72;0.0;[0.69 0.92];Average fixed raters;Preprocessed data;G2;delta;C3
497;0.961929;26.266994;24;72;0.0;[0.93 0.98];Average fixed raters;Preprocessed data;G2;theta;C3
498;0.920397;12.562411;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;C3
499;0.921831;12.792823;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;C3
500;0.868438;7.600956;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;beta1;C3
501;0.95157;20.648477;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;C3
502;0.923941;13.14776;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta3;C3
503;0.683821;3.162761;24;72;8.6e-05;[0.42 0.85];Average fixed raters;Preprocessed data;G2;gamma;C3
504;0.751319;4.021208;24;72;2e-06;[0.54 0.88];Average fixed raters;Preprocessed data;G2;delta;C4
505;0.949959;19.983614;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;theta;C4
506;0.917299;12.0918;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;C4
507;0.910511;11.174611;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;C4
508;0.883308;8.569575;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;beta1;C4
509;0.934111;15.176999;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;C4
510;0.929288;14.141827;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta3;C4
511;0.59678;2.480035;24;72;0.001637;[0.26 0.8 ];Average fixed raters;Preprocessed data;G2;gamma;C4
512;0.724692;3.632297;24;72;1.2e-05;[0.49 0.87];Average fixed raters;Preprocessed data;G2;delta;C5
513;0.923845;13.131042;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;C5
514;0.894055;9.438851;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;alpha-1;C5
515;0.911;11.235984;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;C5
516;0.824774;5.706927;24;72;0.0;[0.68 0.91];Average fixed raters;Preprocessed data;G2;beta1;C5
517;0.907845;10.85126;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;beta2;C5
518;0.896135;9.627918;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta3;C5
519;0.680051;3.125495;24;72;0.000101;[0.41 0.84];Average fixed raters;Preprocessed data;G2;gamma;C5
520;0.733969;3.758966;24;72;7e-06;[0.51 0.87];Average fixed raters;Preprocessed data;G2;delta;C6
521;0.947701;19.120843;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;C6
522;0.919547;12.429635;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;C6
523;0.906456;10.690152;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;C6
524;0.866667;7.499995;24;72;0.0;[0.75 0.94];Average fixed raters;Preprocessed data;G2;beta1;C6
525;0.926205;13.551127;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta2;C6
526;0.894483;9.477118;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta3;C6
527;0.638125;2.763388;24;72;0.00048;[0.33 0.82];Average fixed raters;Preprocessed data;G2;gamma;C6
528;0.867874;7.568508;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;delta;CP1
529;0.943507;17.701373;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;CP1
530;0.900771;10.077739;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;CP1
531;0.905797;10.615344;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;CP1
532;0.862648;7.280548;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;beta1;CP1
533;0.939357;16.489985;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;CP1
534;0.918493;12.268932;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;CP1
535;0.906035;10.642295;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;gamma;CP1
536;0.830523;5.90052;24;72;0.0;[0.69 0.92];Average fixed raters;Preprocessed data;G2;delta;CP2
537;0.930631;14.415656;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;CP2
538;0.914731;11.72759;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;CP2
539;0.913818;11.60329;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;CP2
540;0.899887;9.988688;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta1;CP2
541;0.954914;22.179837;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;beta2;CP2
542;0.932566;14.829284;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;CP2
543;0.900134;10.013385;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;gamma;CP2
544;0.860426;7.164645;24;72;0.0;[0.74 0.93];Average fixed raters;Preprocessed data;G2;delta;CP3
545;0.9445;18.018118;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;CP3
546;0.926713;13.644995;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;CP3
547;0.929511;14.186574;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;alpha-2;CP3
548;0.842914;6.365939;24;72;0.0;[0.71 0.92];Average fixed raters;Preprocessed data;G2;beta1;CP3
549;0.93923;16.455556;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;CP3
550;0.93768;16.046318;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta3;CP3
551;0.71028;3.45161;24;72;2.5e-05;[0.47 0.86];Average fixed raters;Preprocessed data;G2;gamma;CP3
552;0.836406;6.112679;24;72;0.0;[0.7  0.92];Average fixed raters;Preprocessed data;G2;delta;CP4
553;0.928249;13.93715;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;CP4
554;0.93426;15.211526;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;alpha-1;CP4
555;0.914576;11.706267;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;CP4
556;0.918185;12.222664;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta1;CP4
557;0.952596;21.095184;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;CP4
558;0.957194;23.361245;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;beta3;CP4
559;0.853563;6.828884;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;gamma;CP4
560;0.704504;3.384137;24;72;3.4e-05;[0.46 0.86];Average fixed raters;Preprocessed data;G2;delta;CP5
561;0.923559;13.081924;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;CP5
562;0.931472;14.592546;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;alpha-1;CP5
563;0.928638;14.013058;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;alpha-2;CP5
564;0.82461;5.701581;24;72;0.0;[0.68 0.91];Average fixed raters;Preprocessed data;G2;beta1;CP5
565;0.938043;16.140128;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;CP5
566;0.89034;9.119066;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta3;CP5
567;0.523627;2.099196;24;72;0.008446;[0.12 0.77];Average fixed raters;Preprocessed data;G2;gamma;CP5
568;0.810676;5.28196;24;72;0.0;[0.65 0.91];Average fixed raters;Preprocessed data;G2;delta;CP6
569;0.950025;20.010044;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;theta;CP6
570;0.926704;13.643318;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;CP6
571;0.927316;13.758201;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;CP6
572;0.886847;8.837594;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;beta1;CP6
573;0.949878;19.951516;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;CP6
574;0.95043;20.173551;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta3;CP6
575;0.81468;5.396058;24;72;0.0;[0.66 0.91];Average fixed raters;Preprocessed data;G2;gamma;CP6
576;0.870247;7.706945;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;delta;CPZ
577;0.935969;15.617405;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;theta;CPZ
578;0.88658;8.816758;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-1;CPZ
579;0.914791;11.73586;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;CPZ
580;0.849706;6.653622;24;72;0.0;[0.72 0.93];Average fixed raters;Preprocessed data;G2;beta1;CPZ
581;0.941821;17.188274;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;CPZ
582;0.896485;9.660389;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta3;CPZ
583;0.903932;10.409314;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;gamma;CPZ
584;0.823684;5.671639;24;72;0.0;[0.68 0.91];Average fixed raters;Preprocessed data;G2;delta;CZ
585;0.956225;22.844303;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;theta;CZ
586;0.9116;11.31218;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;CZ
587;0.897401;9.746688;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;CZ
588;0.905313;10.561123;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;beta1;CZ
589;0.960719;25.457634;24;72;0.0;[0.93 0.98];Average fixed raters;Preprocessed data;G2;beta2;CZ
590;0.915599;11.848249;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta3;CZ
591;0.934868;15.353415;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;gamma;CZ
592;0.852602;6.784349;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;delta;F1
593;0.939129;16.428289;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;theta;F1
594;0.911558;11.306846;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F1
595;0.87823;8.212216;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F1
596;0.929753;14.235486;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta1;F1
597;0.925809;13.478652;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta2;F1
598;0.933015;14.928627;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;F1
599;0.920613;12.596548;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;gamma;F1
600;0.8483;6.591953;24;72;0.0;[0.72 0.93];Average fixed raters;Preprocessed data;G2;delta;F2
601;0.942399;17.360835;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;theta;F2
602;0.913935;11.619147;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F2
603;0.886104;8.779961;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F2
604;0.918812;12.317133;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta1;F2
605;0.92252;12.906615;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta2;F2
606;0.936751;15.810573;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;F2
607;0.919516;12.424827;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;gamma;F2
608;0.820252;5.563343;24;72;0.0;[0.67 0.91];Average fixed raters;Preprocessed data;G2;delta;F3
609;0.933143;14.957389;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;theta;F3
610;0.909427;11.040808;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F3
611;0.878315;8.217954;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F3
612;0.928756;14.036351;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta1;F3
613;0.936699;15.797603;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;F3
614;0.934625;15.2964;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;F3
615;0.824114;5.685507;24;72;0.0;[0.68 0.91];Average fixed raters;Preprocessed data;G2;gamma;F3
616;0.838953;6.209382;24;72;0.0;[0.7  0.92];Average fixed raters;Preprocessed data;G2;delta;F4
617;0.945991;18.515474;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;F4
618;0.916941;12.039564;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F4
619;0.874517;7.969238;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F4
620;0.910789;11.20941;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta1;F4
621;0.921938;12.810287;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta2;F4
622;0.934999;15.384441;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;F4
623;0.88614;8.78275;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;gamma;F4
624;0.794431;4.864546;24;72;0.0;[0.62 0.9 ];Average fixed raters;Preprocessed data;G2;delta;F5
625;0.925559;13.433524;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;F5
626;0.910536;11.177718;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F5
627;0.879109;8.271942;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F5
628;0.902009;10.204971;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta1;F5
629;0.931609;14.621727;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta2;F5
630;0.919163;12.370511;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;F5
631;0.765154;4.258104;24;72;1e-06;[0.57 0.89];Average fixed raters;Preprocessed data;G2;gamma;F5
632;0.744074;3.907372;24;72;4e-06;[0.53 0.88];Average fixed raters;Preprocessed data;G2;delta;F6
633;0.933477;15.032458;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;theta;F6
634;0.920605;12.595227;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F6
635;0.871233;7.765957;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F6
636;0.896508;9.662562;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta1;F6
637;0.89188;9.24901;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta2;F6
638;0.877223;8.144873;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;beta3;F6
639;0.677574;3.10149;24;72;0.000112;[0.41 0.84];Average fixed raters;Preprocessed data;G2;gamma;F6
640;0.724612;3.631237;24;72;1.2e-05;[0.49 0.87];Average fixed raters;Preprocessed data;G2;delta;F7
641;0.922251;12.861962;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;F7
642;0.919642;12.444305;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F7
643;0.874251;7.952369;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;F7
644;0.854152;6.856443;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;beta1;F7
645;0.920619;12.597475;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta2;F7
646;0.888188;8.943589;24;72;0.0;[0.79 0.95];Average fixed raters;Preprocessed data;G2;beta3;F7
647;0.728973;3.689673;24;72;9e-06;[0.5  0.87];Average fixed raters;Preprocessed data;G2;gamma;F7
648;0.702666;3.363222;24;72;3.7e-05;[0.45 0.86];Average fixed raters;Preprocessed data;G2;delta;F8
649;0.933685;15.079513;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;theta;F8
650;0.919588;12.435971;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;F8
651;0.860123;7.149131;24;72;0.0;[0.74 0.93];Average fixed raters;Preprocessed data;G2;alpha-2;F8
652;0.894466;9.475594;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta1;F8
653;0.905681;10.602288;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;beta2;F8
654;0.861076;7.198167;24;72;0.0;[0.74 0.93];Average fixed raters;Preprocessed data;G2;beta3;F8
655;0.653412;2.885274;24;72;0.000283;[0.36 0.83];Average fixed raters;Preprocessed data;G2;gamma;F8
656;0.819811;5.549727;24;72;0.0;[0.67 0.91];Average fixed raters;Preprocessed data;G2;delta;FC1
657;0.951163;20.476368;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;theta;FC1
658;0.909022;10.991663;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FC1
659;0.890921;9.167648;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;alpha-2;FC1
660;0.922148;12.844912;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;FC1
661;0.932286;14.767945;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;FC1
662;0.913416;11.549508;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta3;FC1
663;0.909014;10.990743;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;gamma;FC1
664;0.823542;5.667062;24;72;0.0;[0.68 0.91];Average fixed raters;Preprocessed data;G2;delta;FC2
665;0.952455;21.032548;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;theta;FC2
666;0.908874;10.973851;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FC2
667;0.891853;9.246651;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;alpha-2;FC2
668;0.905246;10.553617;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;beta1;FC2
669;0.927572;13.806834;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;beta2;FC2
670;0.920977;12.654504;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;FC2
671;0.902631;10.270162;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;gamma;FC2
672;0.799823;4.995582;24;72;0.0;[0.63 0.9 ];Average fixed raters;Preprocessed data;G2;delta;FC3
673;0.944408;17.988356;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;FC3
674;0.9065;10.695166;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;FC3
675;0.886881;8.840283;24;72;0.0;[0.79 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;FC3
676;0.917215;12.079548;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta1;FC3
677;0.943674;17.753927;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;FC3
678;0.930044;14.2946;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta3;FC3
679;0.729373;3.695119;24;72;9e-06;[0.5  0.87];Average fixed raters;Preprocessed data;G2;gamma;FC3
680;0.787941;4.715665;24;72;0.0;[0.61 0.9 ];Average fixed raters;Preprocessed data;G2;delta;FC4
681;0.947042;18.882723;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;FC4
682;0.920727;12.614652;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FC4
683;0.906974;10.749731;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;FC4
684;0.906973;10.749525;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;beta1;FC4
685;0.941721;17.158957;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;FC4
686;0.923395;13.054021;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta3;FC4
687;0.739713;3.84191;24;72;5e-06;[0.52 0.87];Average fixed raters;Preprocessed data;G2;gamma;FC4
688;0.742807;3.888135;24;72;4e-06;[0.53 0.87];Average fixed raters;Preprocessed data;G2;delta;FC5
689;0.925918;13.498551;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;FC5
690;0.894826;9.508075;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;FC5
691;0.875825;8.05318;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;FC5
692;0.877407;8.15708;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;beta1;FC5
693;0.903593;10.372728;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta2;FC5
694;0.862864;7.292006;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;beta3;FC5
695;0.702655;3.363094;24;72;3.7e-05;[0.45 0.86];Average fixed raters;Preprocessed data;G2;gamma;FC5
696;0.679209;3.117295;24;72;0.000105;[0.41 0.84];Average fixed raters;Preprocessed data;G2;delta;FC6
697;0.931571;14.613633;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;FC6
698;0.906487;10.693718;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;FC6
699;0.851485;6.733323;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;alpha-2;FC6
700;0.847157;6.542673;24;72;0.0;[0.72 0.93];Average fixed raters;Preprocessed data;G2;beta1;FC6
701;0.907813;10.847471;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;beta2;FC6
702;0.837577;6.156767;24;72;0.0;[0.7  0.92];Average fixed raters;Preprocessed data;G2;beta3;FC6
703;0.69246;3.251604;24;72;5.9e-05;[0.43 0.85];Average fixed raters;Preprocessed data;G2;gamma;FC6
704;0.827613;5.800889;24;72;0.0;[0.68 0.92];Average fixed raters;Preprocessed data;G2;delta;FCZ
705;0.946574;18.717305;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;FCZ
706;0.909095;11.000479;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FCZ
707;0.884404;8.650837;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;FCZ
708;0.900872;10.087954;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta1;FCZ
709;0.931706;14.642484;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta2;FCZ
710;0.916487;11.974154;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;FCZ
711;0.904364;10.456279;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;gamma;FCZ
712;0.677283;3.098686;24;72;0.000113;[0.41 0.84];Average fixed raters;Preprocessed data;G2;delta;FP1
713;0.925604;13.441599;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;FP1
714;0.912592;11.440547;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FP1
715;0.885757;8.753235;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;FP1
716;0.904359;10.455788;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta1;FP1
717;0.947408;19.014168;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;FP1
718;0.946164;18.574903;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta3;FP1
719;0.873831;7.92585;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;gamma;FP1
720;0.729209;3.692887;24;72;9e-06;[0.5  0.87];Average fixed raters;Preprocessed data;G2;delta;FP2
721;0.926719;13.646031;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;theta;FP2
722;0.91992;12.487535;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FP2
723;0.883357;8.573154;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;FP2
724;0.889362;9.038485;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta1;FP2
725;0.941394;17.063169;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;FP2
726;0.938883;16.361969;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta3;FP2
