;ICC;F;df1;df2;pval;CI95%;Description;Stage;Group;Bands;Components
978;0.945943;18.499132;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-1;C5
979;0.926834;13.667629;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-2;C5
980;0.927871;13.863997;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;beta1;C5
981;0.857026;6.994284;17;51;0.0;[0.71 0.94];Average fixed raters;Normalized data;CTR;beta2;C5
982;0.926843;13.669172;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;beta3;C5
983;0.888998;9.008829;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;gamma;C5
984;0.910074;11.120217;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;C6
985;0.976309;42.210949;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;C6
986;0.928135;13.915076;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;C6
987;0.917426;12.110363;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;alpha-2;C6
988;0.930361;14.359758;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;beta1;C6
989;0.839479;6.22972;17;51;0.0;[0.67 0.93];Average fixed raters;Normalized data;CTR;beta2;C6
990;0.925028;13.338252;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;beta3;C6
991;0.923264;13.031644;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;C6
992;0.915411;11.821894;17;51;0.0;[0.83 0.96];Average fixed raters;Normalized data;CTR;delta;CP1
993;0.972527;36.39901;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;CP1
994;0.907653;10.828746;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;alpha-1;CP1
995;0.912248;11.395791;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;alpha-2;CP1
996;0.960379;25.23894;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;CP1
997;0.963614;27.482808;17;51;0.0;[0.93 0.98];Average fixed raters;Normalized data;CTR;beta2;CP1
998;0.964514;28.18;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;CP1
999;0.872046;7.815324;17;51;0.0;[0.74 0.95];Average fixed raters;Normalized data;CTR;gamma;CP1
1000;0.900915;10.092366;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;delta;CP2
1001;0.961306;25.844118;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;theta;CP2
1002;0.922864;12.964159;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-1;CP2
1003;0.88375;8.602139;17;51;0.0;[0.76 0.95];Average fixed raters;Normalized data;CTR;alpha-2;CP2
1004;0.97171;35.347999;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;CP2
1005;0.955073;22.258462;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;CP2
1006;0.979407;48.559657;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta3;CP2
1007;0.851353;6.727361;17;51;0.0;[0.7  0.94];Average fixed raters;Normalized data;CTR;gamma;CP2
1008;0.891697;9.233352;17;51;0.0;[0.78 0.95];Average fixed raters;Normalized data;CTR;delta;CP3
1009;0.977364;44.178252;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;CP3
1010;0.937152;15.911294;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;CP3
1011;0.923498;13.071613;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-2;CP3
1012;0.970282;33.649093;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;CP3
1013;0.957385;23.466025;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;CP3
1014;0.972727;36.666242;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta3;CP3
1015;0.90246;10.252231;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;CP3
1016;0.916309;11.948702;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;delta;CP4
1017;0.978408;46.313216;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;theta;CP4
1018;0.939591;16.553812;17;51;0.0;[0.88 0.97];Average fixed raters;Normalized data;CTR;alpha-1;CP4
1019;0.913324;11.537188;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;alpha-2;CP4
1020;0.970094;33.437985;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;CP4
1021;0.944433;17.996416;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta2;CP4
1022;0.974478;39.182138;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;CP4
1023;0.880182;8.345988;17;51;0.0;[0.75 0.95];Average fixed raters;Normalized data;CTR;gamma;CP4
1024;0.905095;10.536807;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;delta;CP5
1025;0.968544;31.790441;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;CP5
1026;0.926531;13.611094;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;CP5
1027;0.900762;10.07681;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;alpha-2;CP5
1028;0.973772;38.127004;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;CP5
1029;0.918484;12.26752;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;beta2;CP5
1030;0.966771;30.094621;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;CP5
1031;0.919832;12.473807;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;CP5
1032;0.912552;11.435346;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;CP6
1033;0.961673;26.091208;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;theta;CP6
1034;0.923582;13.085886;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-1;CP6
1035;0.922893;12.96899;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-2;CP6
1036;0.961541;26.001809;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;CP6
1037;0.904149;10.432904;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;beta2;CP6
1038;0.950584;20.236412;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta3;CP6
1039;0.901944;10.198231;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;CP6
1040;0.898818;9.883169;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;delta;CPZ
1041;0.964312;28.020499;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;CPZ
1042;0.923723;13.110196;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-1;CPZ
1043;0.91532;11.809124;17;51;0.0;[0.83 0.96];Average fixed raters;Normalized data;CTR;alpha-2;CPZ
1044;0.969496;32.782162;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;CPZ
1045;0.958368;24.019894;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;CPZ
1046;0.967354;30.631263;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;CPZ
1047;0.912649;11.448109;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;CPZ
1048;0.882865;8.537159;17;51;0.0;[0.76 0.95];Average fixed raters;Normalized data;CTR;delta;CZ
1049;0.967494;30.763721;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;CZ
1050;0.941579;17.117036;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;CZ
1051;0.93244;14.801644;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-2;CZ
1052;0.947966;19.218324;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta1;CZ
1053;0.962352;26.562037;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta2;CZ
1054;0.958578;24.141993;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;CZ
1055;0.965302;28.820324;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;gamma;CZ
1056;0.95371;21.603096;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;delta;F1
1057;0.966449;29.805772;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;F1
1058;0.941989;17.238049;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;F1
1059;0.943195;17.604046;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-2;F1
1060;0.973246;37.3775;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;F1
1061;0.956722;23.106368;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;F1
1062;0.974143;38.674283;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;F1
1063;0.950024;20.009598;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;gamma;F1
1064;0.907224;10.7786;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;delta;F2
1065;0.955378;22.410578;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;theta;F2
1066;0.936743;15.808507;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;F2
1067;0.944059;17.875962;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;F2
1068;0.972496;36.358861;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;F2
1069;0.95061;20.247021;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;F2
1070;0.945397;18.313933;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta3;F2
1071;0.889362;9.038452;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;gamma;F2
1072;0.946688;18.757635;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;delta;F3
1073;0.9719;35.587698;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;F3
1074;0.950319;20.128364;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;alpha-1;F3
1075;0.93777;16.069511;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-2;F3
1076;0.974457;39.150428;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;F3
1077;0.950343;20.138113;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;F3
1078;0.962854;26.92088;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;F3
1079;0.938056;16.143675;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;gamma;F3
1080;0.924408;13.228881;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;delta;F4
1081;0.963467;27.372681;17;51;0.0;[0.93 0.98];Average fixed raters;Normalized data;CTR;theta;F4
1082;0.936782;15.81824;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;F4
1083;0.945587;18.377822;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;F4
1084;0.977596;44.634758;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;F4
1085;0.94506;18.201621;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta2;F4
1086;0.965865;29.295519;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;F4
1087;0.916866;12.028702;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;gamma;F4
1088;0.926936;13.686692;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;delta;F5
1089;0.973087;37.157114;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;F5
1090;0.937454;15.988305;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;F5
1091;0.938322;16.213252;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-2;F5
1092;0.97394;38.372695;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;F5
1093;0.942515;17.39578;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta2;F5
1094;0.97664;42.808329;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;F5
1095;0.943869;17.815525;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;gamma;F5
1096;0.888458;8.965234;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;delta;F6
1097;0.97262;36.522504;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;F6
1098;0.928828;14.050457;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;F6
1099;0.913836;11.605799;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;alpha-2;F6
1100;0.965355;28.864461;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta1;F6
1101;0.897437;9.750102;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;beta2;F6
1102;0.942891;17.510227;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta3;F6
1103;0.889482;9.048264;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;gamma;F6
1104;0.874828;7.989006;17;51;0.0;[0.74 0.95];Average fixed raters;Normalized data;CTR;delta;F7
1105;0.97848;46.468507;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;theta;F7
1106;0.920772;12.62183;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-1;F7
1107;0.90443;10.463539;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;alpha-2;F7
1108;0.951075;20.439517;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta1;F7
1109;0.914853;11.744364;17;51;0.0;[0.83 0.96];Average fixed raters;Normalized data;CTR;beta2;F7
1110;0.964028;27.799612;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;F7
1111;0.900245;10.024568;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;F7
1112;0.91088;11.220766;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;F8
1113;0.973642;37.939112;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;F8
1114;0.932198;14.748738;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-1;F8
1115;0.908905;10.977507;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;alpha-2;F8
1116;0.952913;21.237158;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta1;F8
1117;0.897973;9.801366;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;beta2;F8
1118;0.955585;22.514803;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta3;F8
1119;0.913563;11.569099;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;F8
1120;0.923248;13.029023;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;delta;FC1
1121;0.969504;32.791514;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;FC1
1122;0.937639;16.03561;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FC1
1123;0.906727;10.721253;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;alpha-2;FC1
1124;0.959168;24.490847;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;FC1
1125;0.953135;21.337785;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;FC1
1126;0.936416;15.727199;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;beta3;FC1
1127;0.885815;8.757681;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;gamma;FC1
1128;0.935678;15.546795;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;delta;FC2
1129;0.95917;24.49172;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;theta;FC2
1130;0.935286;15.452575;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FC2
1131;0.941787;17.178171;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-2;FC2
1132;0.958358;24.014448;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta1;FC2
1133;0.9537;21.598259;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;FC2
1134;0.974316;38.934582;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;FC2
1135;0.904651;10.487761;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;FC2
1136;0.933367;15.007658;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;delta;FC3
1137;0.975134;40.216005;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;FC3
1138;0.942776;17.475326;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;FC3
1139;0.934971;15.377794;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-2;FC3
1140;0.955566;22.505147;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta1;FC3
1141;0.941613;17.127176;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta2;FC3
1142;0.957376;23.460821;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta3;FC3
1143;0.865467;7.433122;17;51;0.0;[0.72 0.94];Average fixed raters;Normalized data;CTR;gamma;FC3
1144;0.912314;11.404347;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;FC4
1145;0.971872;35.551613;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;FC4
1146;0.941593;17.121204;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;FC4
1147;0.946369;18.646052;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;FC4
1148;0.953844;21.665611;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta1;FC4
1149;0.92256;12.913204;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;beta2;FC4
1150;0.971101;34.603833;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta3;FC4
1151;0.913567;11.569719;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;FC4
1152;0.874895;7.993255;17;51;0.0;[0.74 0.95];Average fixed raters;Normalized data;CTR;delta;FC5
1153;0.971575;35.180731;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;FC5
1154;0.922018;12.823395;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FC5
1155;0.914141;11.646989;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;alpha-2;FC5
1156;0.951713;20.709425;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta1;FC5
1157;0.838815;6.204053;17;51;0.0;[0.67 0.93];Average fixed raters;Normalized data;CTR;beta2;FC5
1158;0.926228;13.555268;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;beta3;FC5
1159;0.858516;7.06793;17;51;0.0;[0.71 0.94];Average fixed raters;Normalized data;CTR;gamma;FC5
1160;0.894497;9.478402;17;51;0.0;[0.78 0.96];Average fixed raters;Normalized data;CTR;delta;FC6
1161;0.974429;39.107523;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;FC6
1162;0.940096;16.693315;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;FC6
1163;0.918551;12.277568;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;alpha-2;FC6
1164;0.964849;28.448553;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta1;FC6
1165;0.881927;8.469346;17;51;0.0;[0.76 0.95];Average fixed raters;Normalized data;CTR;beta2;FC6
1166;0.948555;19.438214;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta3;FC6
1167;0.921433;12.727973;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;FC6
1168;0.9295;14.18445;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;delta;FCZ
1169;0.960499;25.315539;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;theta;FCZ
1170;0.942124;17.278252;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;FCZ
1171;0.936714;15.801368;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-2;FCZ
1172;0.962291;26.518661;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;FCZ
1173;0.954444;21.951237;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;FCZ
1174;0.962522;26.682539;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;FCZ
1175;0.959714;24.822787;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;gamma;FCZ
1176;0.861119;7.200428;17;51;0.0;[0.72 0.94];Average fixed raters;Normalized data;CTR;delta;FP1
1177;0.972386;36.213819;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;FP1
1178;0.927927;13.874787;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FP1
1179;0.943327;17.645088;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-2;FP1
1180;0.952089;20.872142;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta1;FP1
1181;0.943392;17.665336;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta2;FP1
1182;0.966066;29.469305;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;FP1
1183;0.944967;18.17092;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;gamma;FP1
1184;0.87903;8.266512;17;51;0.0;[0.75 0.95];Average fixed raters;Normalized data;CTR;delta;FP2
1185;0.975916;41.520975;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;FP2
1186;0.925689;13.45691;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FP2
1187;0.947904;19.195225;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;FP2
1188;0.962833;26.905893;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;FP2
1189;0.952081;20.86844;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;FP2
1190;0.943919;17.831233;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta3;FP2
1191;0.94391;17.828524;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;gamma;FP2
1192;0.853628;6.8319;17;51;0.0;[0.7  0.94];Average fixed raters;Normalized data;CTR;delta;FPZ
1193;0.964589;28.240106;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;FPZ
1194;0.925527;13.42769;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FPZ
1195;0.946999;18.867508;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;FPZ
1196;0.961965;26.2917;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;FPZ
1197;0.923847;13.131523;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;beta2;FPZ
1198;0.888218;8.945953;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;beta3;FPZ
1199;0.858707;7.077501;17;51;0.0;[0.71 0.94];Average fixed raters;Normalized data;CTR;gamma;FPZ
1200;0.947016;18.873717;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;delta;FZ
1201;0.956371;22.920521;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;theta;FZ
1202;0.926315;13.571197;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;FZ
1203;0.941777;17.175437;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-2;FZ
1204;0.975187;40.30113;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;FZ
1205;0.95042;20.169603;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;FZ
1206;0.959522;24.704876;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;FZ
1207;0.910698;11.197917;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;FZ
1208;0.918874;12.326578;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;delta;O1
1209;0.941045;16.962043;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;theta;O1
1210;0.952057;20.858207;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;alpha-1;O1
1211;0.922263;12.863808;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-2;O1
1212;0.973997;38.457063;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;O1
1213;0.933504;15.038605;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;beta2;O1
1214;0.95885;24.301425;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;O1
1215;0.943242;17.618586;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;gamma;O1
1216;0.912591;11.440414;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;O2
1217;0.965913;29.336944;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;O2
1218;0.948076;19.259099;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-1;O2
1219;0.890624;9.142787;17;51;0.0;[0.78 0.95];Average fixed raters;Normalized data;CTR;alpha-2;O2
1220;0.969376;32.654122;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;O2
1221;0.929536;14.191652;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;beta2;O2
1222;0.954573;22.013469;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta3;O2
1223;0.923951;13.149434;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;O2
1224;0.919197;12.375711;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;delta;OZ
1225;0.95151;20.623012;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;theta;OZ
1226;0.942783;17.477413;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;OZ
